username;password;email;first_name;last_name;date_of_birth;mobile;phone;account_type;is_active;manager_id;building_name;unit;block;street;district;country;postal_code;property_group;property_sub_group;property_type;unit_type;toilets;utility_room;balcony;lease_period;lease_start_date;relationship;ownership_type
minion119;qwerty19;minion119@gmail.com;Elisha;Vannar;04/08/1993;112721;461528;user;TRUE;9;Cipleu 19;00-0119;Block;Cileupeung Street 19;9;Indonesia;11119;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;19;9/29/2022;Owner;Rented
minion120;qwerty20;minion120@gmail.com;Gilbertina;Damant;3/29/1982;112722;461529;user;TRUE;9;Cipleu 20;00-0120;Block;Cileupeung Street 20;10;Indonesia;11120;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;20;4/24/2023;Owner;Rented
minion121;qwerty21;minion121@gmail.com;Rinaldo;Mattson;9/29/1992;112723;461530;user;TRUE;9;Cipleu 21;00-0121;Block;Cileupeung Street 21;1;Indonesia;11121;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;TRUE;21;6/14/2023;Owner;Rented
minion122;qwerty22;minion122@gmail.com;Mariele;Nickels;12/09/1992;112724;461531;user;TRUE;9;Cipleu 22;00-0122;Block;Cileupeung Street 22;2;Indonesia;11122;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;22;6/15/2023;Owner;Rented
minion123;qwerty23;minion123@gmail.com;Edouard;Gally;07/01/2001;112725;461532;user;TRUE;9;Cipleu 23;00-0123;Block;Cileupeung Street 23;3;Indonesia;11123;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;TRUE;23;6/22/2023;Owner;Rented
minion124;qwerty24;minion124@gmail.com;Alika;Valance;5/23/2006;112726;461533;user;TRUE;9;Cipleu 24;00-0124;Block;Cileupeung Street 24;4;Indonesia;11124;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;24;7/18/2023;Owner;Rented
minion125;qwerty25;minion125@gmail.com;Claus;Jarmain;10/27/2004;112727;461534;user;TRUE;9;Cipleu 25;00-0125;Block;Cileupeung Street 25;5;Indonesia;11125;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;25;6/14/2023;Owner;Rented
minion126;qwerty26;minion126@gmail.com;Minny;Anten;06/12/1994;112728;461535;user;TRUE;9;Cipleu 26;00-0126;Block;Cileupeung Street 26;6;Indonesia;11126;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;26;8/16/2024;Owner;Rented
minion127;qwerty27;minion127@gmail.com;Felix;Jellybrand;6/20/1994;112729;461536;user;TRUE;9;Cipleu 27;00-0127;Block;Cileupeung Street 27;7;Indonesia;11127;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;27;4/24/2024;Owner;Rented
minion128;qwerty28;minion128@gmail.com;Mead;Le-Good;3/16/1983;112730;461537;user;TRUE;9;Cipleu 28;00-0128;Block;Cileupeung Street 28;8;Indonesia;11128;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;28;03/12/2024;Owner;Rented
minion129;qwerty29;minion129@gmail.com;Elisha;Vannar;04/08/1994;112731;461538;user;TRUE;9;Cipleu 29;00-0129;Block;Cileupeung Street 29;9;Indonesia;11129;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;29;9/29/2022;Owner;Rented
minion130;qwerty30;minion130@gmail.com;Gilbertina;Damant;3/29/1983;112732;461539;user;TRUE;9;Cipleu 30;00-0130;Block;Cileupeung Street 30;10;Indonesia;11130;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;30;9/29/2022;Owner;Rented
minion131;qwerty31;minion131@gmail.com;Rinaldo;Mattson;9/29/1992;112733;461540;user;TRUE;9;Cipleu 31;00-0131;Block;Cileupeung Street 1;1;Indonesia;11131;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/14/2022;Owner;Rented
minion132;qwerty32;minion132@gmail.com;Mariele;Nickels;12/09/1992;112734;461541;user;TRUE;9;Cipleu 32;00-0132;Block;Cileupeung Street 2;2;Indonesia;11132;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;2;6/15/2022;Owner;Rented
minion133;qwerty33;minion133@gmail.com;Edouard;Gally;07/01/2001;112735;461542;user;TRUE;9;Cipleu 33;00-0133;Block;Cileupeung Street 3;3;Indonesia;11133;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;TRUE;3;6/22/2022;Owner;Rented
minion134;qwerty34;minion134@gmail.com;Alika;Valance;5/23/2006;112736;461543;user;TRUE;9;Cipleu 34;00-0134;Block;Cileupeung Street 4;4;Indonesia;11134;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;4;7/18/2022;Owner;Rented
minion135;qwerty35;minion135@gmail.com;Claus;Jarmain;10/27/2004;112737;461544;user;TRUE;9;Cipleu 35;00-0135;Block;Cileupeung Street 5;5;Indonesia;11135;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;5;6/14/2022;Owner;Rented
minion136;qwerty36;minion136@gmail.com;Minny;Anten;06/12/1994;112738;461545;user;TRUE;9;Cipleu 36;00-0136;Block;Cileupeung Street 6;6;Indonesia;11136;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;6;8/16/2023;Owner;Rented
minion137;qwerty37;minion137@gmail.com;Felix;Jellybrand;6/20/1994;112739;461546;user;TRUE;9;Cipleu 37;00-0137;Block;Cileupeung Street 7;7;Indonesia;11137;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;7;4/24/2023;Owner;Rented
minion138;qwerty38;minion138@gmail.com;Mead;Le-Good;3/16/1983;112740;461547;user;TRUE;9;Cipleu 38;00-0138;Block;Cileupeung Street 8;8;Indonesia;11138;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;8;03/12/2023;Owner;Rented
minion139;qwerty39;minion139@gmail.com;Elisha;Vannar;04/08/1994;112741;461548;user;TRUE;9;Cipleu 39;00-0139;Block;Cileupeung Street 9;9;Indonesia;11139;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;9;9/29/2022;Owner;Rented
minion140;qwerty40;minion140@gmail.com;Gilbertina;Damant;3/29/1983;112742;461549;user;TRUE;9;Cipleu 40;00-0140;Block;Cileupeung Street 10;10;Indonesia;11140;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;10;9/29/2022;Owner;Rented
minion141;qwerty41;minion141@gmail.com;Rinaldo;Mattson;9/29/1992;112743;461550;user;TRUE;9;Cipleu 41;00-0141;Block;Cileupeung Street 11;1;Indonesia;11141;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;11;6/14/2022;Owner;Rented
minion142;qwerty42;minion142@gmail.com;Mariele;Nickels;12/09/1992;112744;461551;user;TRUE;9;Cipleu 42;00-0142;Block;Cileupeung Street 12;2;Indonesia;11142;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;TRUE;12;6/15/2022;Owner;Rented
minion143;qwerty43;minion143@gmail.com;Edouard;Gally;07/01/2001;112745;461552;user;TRUE;9;Cipleu 43;00-0143;Block;Cileupeung Street 13;3;Indonesia;11143;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;TRUE;13;6/22/2022;Owner;Rented
minion144;qwerty44;minion144@gmail.com;Alika;Valance;5/23/2006;112746;461553;user;TRUE;9;Cipleu 44;00-0144;Block;Cileupeung Street 14;4;Indonesia;11144;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;14;7/18/2022;Owner;Rented
minion145;qwerty45;minion145@gmail.com;Claus;Jarmain;10/27/2004;112747;461554;user;TRUE;9;Cipleu 45;00-0145;Block;Cileupeung Street 15;5;Indonesia;11145;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;15;6/22/2022;Owner;Rented
minion146;qwerty46;minion146@gmail.com;Minny;Anten;06/12/1994;112748;461555;user;TRUE;9;Cipleu 46;00-0146;Block;Cileupeung Street 16;6;Indonesia;11146;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;16;8/16/2023;Owner;Rented
minion147;qwerty47;minion147@gmail.com;Felix;Jellybrand;6/20/1994;112749;461556;user;TRUE;9;Cipleu 47;00-0147;Block;Cileupeung Street 17;7;Indonesia;11147;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;17;4/24/2023;Owner;Rented
minion148;qwerty48;minion148@gmail.com;Mead;Le-Good;3/16/1983;112750;461557;user;TRUE;9;Cipleu 48;00-0148;Block;Cileupeung Street 18;8;Indonesia;11148;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;18;03/12/2023;Owner;Rented
minion149;qwerty49;minion149@gmail.com;Elisha;Vannar;04/08/1994;112751;461558;user;TRUE;9;Cipleu 49;00-0149;Block;Cileupeung Street 19;9;Indonesia;11149;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;19;9/29/2022;Owner;Rented
minion150;qwerty50;minion150@gmail.com;Gilbertina;Damant;3/29/1983;112752;461559;user;TRUE;9;Cipleu 50;00-0150;Block;Cileupeung Street 20;10;Indonesia;11150;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;20;4/24/2023;Owner;Rented
