username;password;email;first_name;last_name;date_of_birth;mobile;phone;account_type;is_active;manager_id;building_name;unit;block;street;district;country;postal_code;property_group;property_sub_group;property_type;unit_type;toilets;utility_room;balcony;lease_period;lease_start_date;relationship;ownership_type
anggrek16;qwerty16;anggrek16@gmail.com;Rinaldo;Mattson;9/29/2006;112703;461510;user;TRUE;9;Bunga 16;09-0016;Block;Cileupeung Street 16;16;Indonesia;39016;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;8/16/2023;Owner;Rented
anggrek17;qwerty17;anggrek17@gmail.com;Mariele;Nickels;9/29/2007;112703;461510;user;TRUE;9;Bunga 17;09-0017;Block;Cileupeung Street 17;17;Indonesia;39017;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;4/24/2023;Owner;Rented
anggrek18;qwerty18;anggrek18@gmail.com;Edouard;Gally;9/29/2008;112703;461510;user;TRUE;9;Bunga 18;09-0018;Block;Cileupeung Street 18;18;Indonesia;39018;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;03/12/2023;Owner;Rented
anggrek19;qwerty19;anggrek19@gmail.com;Rinaldo;Mattson;9/29/2009;112703;461510;user;TRUE;9;Bunga 19;09-0019;Block;Cileupeung Street 19;19;Indonesia;39019;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;9/29/2022;Owner;Rented
anggrek20;qwerty20;anggrek20@gmail.com;Mariele;Nickels;9/29/2010;112703;461510;user;TRUE;9;Bunga 20;09-0020;Block;Cileupeung Street 20;20;Indonesia;39020;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;4/24/2023;Owner;Rented
anggrek21;qwerty21;anggrek21@gmail.com;Edouard;Gally;9/29/1991;112703;461510;user;TRUE;9;Bunga 21;09-0021;Block;Cileupeung Street 21;21;Indonesia;39021;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;TRUE;1;6/14/2023;Owner;Rented
anggrek22;qwerty22;anggrek22@gmail.com;Rinaldo;Mattson;9/29/1992;112703;461510;user;TRUE;9;Bunga 22;09-0022;Block;Cileupeung Street 22;22;Indonesia;39022;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/15/2023;Owner;Rented
anggrek23;qwerty23;anggrek23@gmail.com;Mariele;Nickels;9/29/1993;112703;461510;user;TRUE;9;Bunga 23;09-0023;Block;Cileupeung Street 23;23;Indonesia;39023;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;TRUE;1;6/22/2023;Owner;Rented
anggrek24;qwerty24;anggrek24@gmail.com;Edouard;Gally;9/29/1994;112703;461510;user;TRUE;9;Bunga 24;09-0024;Block;Cileupeung Street 24;24;Indonesia;39024;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;7/18/2023;Owner;Rented
anggrek25;qwerty25;anggrek25@gmail.com;Rinaldo;Mattson;9/29/1995;112703;461510;user;TRUE;9;Bunga 25;09-0025;Block;Cileupeung Street 25;25;Indonesia;39025;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;6/14/2023;Owner;Rented
anggrek26;qwerty26;anggrek26@gmail.com;Mariele;Nickels;9/29/1996;112703;461510;user;TRUE;9;Bunga 26;09-0026;Block;Cileupeung Street 26;26;Indonesia;39026;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;8/16/2022;Owner;Rented
anggrek27;qwerty27;anggrek27@gmail.com;Edouard;Gally;9/29/1997;112703;461510;user;TRUE;9;Bunga 27;09-0027;Block;Cileupeung Street 27;27;Indonesia;39027;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;4/24/2022;Owner;Rented
anggrek28;qwerty28;anggrek28@gmail.com;Rinaldo;Mattson;9/29/1998;112703;461510;user;TRUE;9;Bunga 28;09-0028;Block;Cileupeung Street 28;28;Indonesia;39028;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;03/12/2024;Owner;Rented
anggrek29;qwerty29;anggrek29@gmail.com;Mariele;Nickels;9/29/1999;112703;461510;user;TRUE;9;Bunga 29;09-0029;Block;Cileupeung Street 29;29;Indonesia;39029;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;9/29/2022;Owner;Rented
anggrek30;qwerty30;anggrek30@gmail.com;Edouard;Gally;9/29/2000;112703;461510;user;TRUE;9;Bunga 30;09-0030;Block;Cileupeung Street 30;30;Indonesia;39030;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;9/29/2022;Owner;Rented
anggrek31;qwerty31;anggrek31@gmail.com;Rinaldo;Mattson;9/29/2001;112703;461510;user;TRUE;9;Bunga 31;09-0031;Block;Cileupeung Street 31;31;Indonesia;39031;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/14/2022;Owner;Rented
anggrek32;qwerty32;anggrek32@gmail.com;Mariele;Nickels;9/29/2002;112703;461510;user;TRUE;9;Bunga 32;09-0032;Block;Cileupeung Street 32;32;Indonesia;39032;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/15/2022;Owner;Rented
anggrek33;qwerty33;anggrek33@gmail.com;Edouard;Gally;9/29/2003;112703;461510;user;TRUE;9;Bunga 33;09-0033;Block;Cileupeung Street 33;33;Indonesia;39033;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;TRUE;1;6/22/2022;Owner;Rented
anggrek34;qwerty34;anggrek34@gmail.com;Rinaldo;Mattson;9/29/2004;112703;461510;user;TRUE;9;Bunga 34;09-0034;Block;Cileupeung Street 34;34;Indonesia;39034;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;7/18/2022;Owner;Rented
anggrek35;qwerty35;anggrek35@gmail.com;Mariele;Nickels;9/29/2005;112703;461510;user;TRUE;9;Bunga 35;09-0035;Block;Cileupeung Street 35;35;Indonesia;39035;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;6/14/2022;Owner;Rented
anggrek36;qwerty36;anggrek36@gmail.com;Edouard;Gally;9/29/2006;112703;461510;user;TRUE;9;Bunga 36;09-0036;Block;Cileupeung Street 36;36;Indonesia;39036;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;8/16/2023;Owner;Rented
anggrek37;qwerty37;anggrek37@gmail.com;Rinaldo;Mattson;9/29/2007;112703;461510;user;TRUE;9;Bunga 37;09-0037;Block;Cileupeung Street 37;37;Indonesia;39037;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;4/24/2023;Owner;Rented
anggrek38;qwerty38;anggrek38@gmail.com;Mariele;Nickels;9/29/2008;112703;461510;user;TRUE;9;Bunga 38;09-0038;Block;Cileupeung Street 38;38;Indonesia;39038;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;03/12/2023;Owner;Rented
anggrek39;qwerty39;anggrek39@gmail.com;Edouard;Gally;9/29/2009;112703;461510;user;TRUE;9;Bunga 39;09-0039;Block;Cileupeung Street 39;39;Indonesia;39039;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;9/29/2022;Owner;Rented
anggrek40;qwerty40;anggrek40@gmail.com;Rinaldo;Mattson;9/29/2010;112703;461510;user;TRUE;9;Bunga 40;09-0040;Block;Cileupeung Street 40;40;Indonesia;39040;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;9/29/2022;Owner;Rented
anggrek41;qwerty41;anggrek41@gmail.com;Mariele;Nickels;9/29/1991;112703;461510;user;TRUE;9;Bunga 41;09-0041;Block;Cileupeung Street 41;41;Indonesia;39041;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/14/2022;Owner;Rented
anggrek42;qwerty42;anggrek42@gmail.com;Edouard;Gally;9/29/1992;112703;461510;user;TRUE;9;Bunga 42;09-0042;Block;Cileupeung Street 42;42;Indonesia;39042;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;TRUE;1;6/15/2022;Owner;Rented
anggrek43;qwerty43;anggrek43@gmail.com;Rinaldo;Mattson;9/29/1993;112703;461510;user;TRUE;9;Bunga 43;09-0043;Block;Cileupeung Street 43;43;Indonesia;39043;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;TRUE;1;6/22/2022;Owner;Rented
anggrek44;qwerty44;anggrek44@gmail.com;Mariele;Nickels;9/29/1994;112703;461510;user;TRUE;9;Bunga 44;09-0044;Block;Cileupeung Street 44;44;Indonesia;39044;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;7/18/2022;Owner;Rented
anggrek45;qwerty45;anggrek45@gmail.com;Edouard;Gally;9/29/1995;112703;461510;user;TRUE;9;Bunga 45;09-0045;Block;Cileupeung Street 45;45;Indonesia;39045;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;6/22/2022;Owner;Rented
anggrek46;qwerty46;anggrek46@gmail.com;Rinaldo;Mattson;9/29/1996;112703;461510;user;TRUE;9;Bunga 46;09-0046;Block;Cileupeung Street 46;46;Indonesia;39046;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;8/16/2023;Owner;Rented
anggrek47;qwerty47;anggrek47@gmail.com;Mariele;Nickels;9/29/1997;112703;461510;user;TRUE;9;Bunga 47;09-0047;Block;Cileupeung Street 47;47;Indonesia;39047;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;4/24/2023;Owner;Rented
anggrek48;qwerty48;anggrek48@gmail.com;Edouard;Gally;9/29/1998;112703;461510;user;TRUE;9;Bunga 48;09-0048;Block;Cileupeung Street 48;48;Indonesia;39048;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;03/12/2023;Owner;Rented
anggrek49;qwerty49;anggrek49@gmail.com;Rinaldo;Mattson;9/29/1999;112703;461510;user;TRUE;9;Bunga 49;09-0049;Block;Cileupeung Street 49;49;Indonesia;39049;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;9/29/2022;Owner;Rented
anggrek50;qwerty50;anggrek50@gmail.com;Mariele;Nickels;9/29/2000;112703;461510;user;TRUE;9;Bunga 50;09-0050;Block;Cileupeung Street 50;50;Indonesia;39050;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;4/24/2023;Owner;Rented
anggrek51;qwerty51;anggrek51@gmail.com;Edouard;Gally;9/29/2001;112703;461510;user;TRUE;9;Bunga 51;09-0051;Block;Cileupeung Street 51;51;Indonesia;39051;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/14/2022;Owner;Rented
anggrek52;qwerty52;anggrek52@gmail.com;Rinaldo;Mattson;9/29/2002;112703;461510;user;TRUE;9;Bunga 52;09-0052;Block;Cileupeung Street 52;52;Indonesia;39052;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/15/2022;Owner;Rented
anggrek53;qwerty53;anggrek53@gmail.com;Mariele;Nickels;9/29/2003;112703;461510;user;TRUE;9;Bunga 53;09-0053;Block;Cileupeung Street 53;53;Indonesia;39053;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;TRUE;1;6/22/2022;Owner;Rented
anggrek54;qwerty54;anggrek54@gmail.com;Edouard;Gally;9/29/2004;112703;461510;user;TRUE;9;Bunga 54;09-0054;Block;Cileupeung Street 54;54;Indonesia;39054;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;7/18/2022;Owner;Rented
anggrek55;qwerty55;anggrek55@gmail.com;Rinaldo;Mattson;9/29/2005;112703;461510;user;TRUE;9;Bunga 55;09-0055;Block;Cileupeung Street 55;55;Indonesia;39055;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;6/14/2022;Owner;Rented
anggrek56;qwerty56;anggrek56@gmail.com;Mariele;Nickels;9/29/2006;112703;461510;user;TRUE;9;Bunga 56;09-0056;Block;Cileupeung Street 56;56;Indonesia;39056;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;8/16/2023;Owner;Rented
anggrek57;qwerty57;anggrek57@gmail.com;Rinaldo;Mattson;9/29/1991;112703;461510;user;TRUE;9;Bunga 57;09-0057;Block;Cileupeung Street 57;57;Indonesia;39057;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;4/24/2023;Owner;Rented
anggrek58;qwerty58;anggrek58@gmail.com;Mariele;Nickels;9/29/1992;112703;461510;user;TRUE;9;Bunga 58;09-0058;Block;Cileupeung Street 58;58;Indonesia;39058;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;03/12/2023;Owner;Rented
anggrek59;qwerty59;anggrek59@gmail.com;Edouard;Gally;9/29/1993;112703;461510;user;TRUE;9;Bunga 59;09-0059;Block;Cileupeung Street 59;59;Indonesia;39059;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;9/29/2022;Owner;Rented
anggrek60;qwerty60;anggrek60@gmail.com;Rinaldo;Mattson;9/29/1994;112703;461510;user;TRUE;9;Bunga 60;09-0060;Block;Cileupeung Street 60;60;Indonesia;39060;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;9/29/2022;Owner;Rented
anggrek61;qwerty61;anggrek61@gmail.com;Mariele;Nickels;9/29/1995;112703;461510;user;TRUE;9;Bunga 61;09-0061;Block;Cileupeung Street 61;61;Indonesia;39061;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/14/2022;Owner;Rented
anggrek62;qwerty62;anggrek62@gmail.com;Edouard;Gally;9/29/1996;112703;461510;user;TRUE;9;Bunga 62;09-0062;Block;Cileupeung Street 62;62;Indonesia;39062;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;TRUE;1;6/15/2022;Owner;Rented
anggrek63;qwerty63;anggrek63@gmail.com;Rinaldo;Mattson;9/29/1997;112703;461510;user;TRUE;9;Bunga 63;09-0063;Block;Cileupeung Street 63;63;Indonesia;39063;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;TRUE;1;6/22/2022;Owner;Rented
anggrek64;qwerty64;anggrek64@gmail.com;Mariele;Nickels;9/29/1998;112703;461510;user;TRUE;9;Bunga 64;09-0064;Block;Cileupeung Street 64;64;Indonesia;39064;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;7/18/2022;Owner;Rented
anggrek65;qwerty65;anggrek65@gmail.com;Edouard;Gally;9/29/1999;112703;461510;user;TRUE;9;Bunga 65;09-0065;Block;Cileupeung Street 65;65;Indonesia;39065;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;6/22/2022;Owner;Rented
anggrek66;qwerty66;anggrek66@gmail.com;Rinaldo;Mattson;9/29/2000;112703;461510;user;TRUE;9;Bunga 66;09-0066;Block;Cileupeung Street 66;66;Indonesia;39066;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;8/16/2023;Owner;Rented
anggrek67;qwerty67;anggrek67@gmail.com;Mariele;Nickels;9/29/2001;112703;461510;user;TRUE;9;Bunga 67;09-0067;Block;Cileupeung Street 67;67;Indonesia;39067;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;4/24/2023;Owner;Rented
anggrek68;qwerty68;anggrek68@gmail.com;Edouard;Gally;9/29/2002;112703;461510;user;TRUE;9;Bunga 68;09-0068;Block;Cileupeung Street 68;68;Indonesia;39068;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;03/12/2023;Owner;Rented
anggrek69;qwerty69;anggrek69@gmail.com;Rinaldo;Mattson;9/29/2003;112703;461510;user;TRUE;9;Bunga 69;09-0069;Block;Cileupeung Street 69;69;Indonesia;39069;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;9/29/2022;Owner;Rented
anggrek70;qwerty70;anggrek70@gmail.com;Mariele;Nickels;9/29/2004;112703;461510;user;TRUE;9;Bunga 70;09-0070;Block;Cileupeung Street 70;70;Indonesia;39070;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;4/24/2023;Owner;Rented
anggrek71;qwerty71;anggrek71@gmail.com;Edouard;Gally;9/29/2005;112703;461510;user;TRUE;9;Bunga 71;09-0071;Block;Cileupeung Street 71;71;Indonesia;39071;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;TRUE;1;6/14/2023;Owner;Rented
anggrek72;qwerty72;anggrek72@gmail.com;Rinaldo;Mattson;9/29/2006;112703;461510;user;TRUE;9;Bunga 72;09-0072;Block;Cileupeung Street 72;72;Indonesia;39072;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/15/2023;Owner;Rented
anggrek73;qwerty73;anggrek73@gmail.com;Mariele;Nickels;9/29/2007;112703;461510;user;TRUE;9;Bunga 73;09-0073;Block;Cileupeung Street 73;73;Indonesia;39073;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;TRUE;1;6/22/2023;Owner;Rented
anggrek74;qwerty74;anggrek74@gmail.com;Edouard;Gally;9/29/2008;112703;461510;user;TRUE;9;Bunga 74;09-0074;Block;Cileupeung Street 74;74;Indonesia;39074;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;7/18/2023;Owner;Rented
anggrek75;qwerty75;anggrek75@gmail.com;Rinaldo;Mattson;9/29/2009;112703;461510;user;TRUE;9;Bunga 75;09-0075;Block;Cileupeung Street 75;75;Indonesia;39075;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;6/14/2023;Owner;Rented
anggrek76;qwerty76;anggrek76@gmail.com;Mariele;Nickels;9/29/2010;112703;461510;user;TRUE;9;Bunga 76;09-0076;Block;Cileupeung Street 76;76;Indonesia;39076;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/14/2023;Owner;Rented
anggrek77;qwerty77;anggrek77@gmail.com;Edouard;Gally;9/29/1991;112703;461510;user;TRUE;9;Bunga 77;09-0077;Block;Cileupeung Street 77;77;Indonesia;39077;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/15/2023;Owner;Rented
anggrek78;qwerty78;anggrek78@gmail.com;Rinaldo;Mattson;9/29/1992;112703;461510;user;TRUE;9;Bunga 78;09-0078;Block;Cileupeung Street 78;78;Indonesia;39078;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;TRUE;1;6/22/2023;Owner;Rented
anggrek79;qwerty79;anggrek79@gmail.com;Mariele;Nickels;9/29/1993;112703;461510;user;TRUE;9;Bunga 79;09-0079;Block;Cileupeung Street 79;79;Indonesia;39079;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;7/18/2023;Owner;Rented
anggrek80;qwerty80;anggrek80@gmail.com;Edouard;Gally;9/29/1994;112703;461510;user;TRUE;9;Bunga 80;09-0080;Block;Cileupeung Street 80;80;Indonesia;39080;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;6/14/2023;Owner;Rented
anggrek81;qwerty81;anggrek81@gmail.com;Rinaldo;Mattson;9/29/1995;112703;461510;user;TRUE;9;Bunga 81;09-0081;Block;Cileupeung Street 81;81;Indonesia;39081;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;8/16/2022;Owner;Rented
anggrek82;qwerty82;anggrek82@gmail.com;Mariele;Nickels;9/29/1996;112703;461510;user;TRUE;9;Bunga 82;09-0082;Block;Cileupeung Street 82;82;Indonesia;39082;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;4/24/2023;Owner;Rented
anggrek83;qwerty83;anggrek83@gmail.com;Edouard;Gally;9/29/1997;112703;461510;user;TRUE;9;Bunga 83;09-0083;Block;Cileupeung Street 83;83;Indonesia;39083;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;04/12/2023;Owner;Rented
anggrek84;qwerty84;anggrek84@gmail.com;Rinaldo;Mattson;9/29/1998;112703;461510;user;TRUE;9;Bunga 84;09-0084;Block;Cileupeung Street 84;84;Indonesia;39084;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;9/29/2022;Owner;Rented
anggrek85;qwerty85;anggrek85@gmail.com;Mariele;Nickels;9/29/1999;112703;461510;user;TRUE;9;Bunga 85;09-0085;Block;Cileupeung Street 85;85;Indonesia;39085;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;9/29/2022;Owner;Rented
anggrek86;qwerty86;anggrek86@gmail.com;Edouard;Gally;9/29/2000;112703;461510;user;TRUE;9;Bunga 86;09-0086;Block;Cileupeung Street 86;86;Indonesia;39086;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/14/2023;Owner;Rented
anggrek87;qwerty87;anggrek87@gmail.com;Rinaldo;Mattson;9/29/2001;112703;461510;user;TRUE;9;Bunga 87;09-0087;Block;Cileupeung Street 87;87;Indonesia;39087;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/15/2023;Owner;Rented
anggrek88;qwerty88;anggrek88@gmail.com;Mariele;Nickels;9/29/2002;112703;461510;user;TRUE;9;Bunga 88;09-0088;Block;Cileupeung Street 88;88;Indonesia;39088;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;TRUE;1;6/22/2023;Owner;Rented
anggrek89;qwerty89;anggrek89@gmail.com;Edouard;Gally;9/29/2003;112703;461510;user;TRUE;9;Bunga 89;09-0089;Block;Cileupeung Street 89;89;Indonesia;39089;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;7/18/2023;Owner;Rented
anggrek90;qwerty90;anggrek90@gmail.com;Rinaldo;Mattson;9/29/2004;112703;461510;user;TRUE;9;Bunga 90;09-0090;Block;Cileupeung Street 90;90;Indonesia;39090;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;6/22/2023;Owner;Rented
anggrek91;qwerty91;anggrek91@gmail.com;Mariele;Nickels;9/29/2005;112703;461510;user;TRUE;9;Bunga 91;09-0091;Block;Cileupeung Street 91;91;Indonesia;39091;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;8/16/2022;Owner;Rented
anggrek92;qwerty92;anggrek92@gmail.com;Edouard;Gally;9/29/2006;112703;461510;user;TRUE;9;Bunga 92;09-0092;Block;Cileupeung Street 92;92;Indonesia;39092;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;4/24/2023;Owner;Rented
anggrek93;qwerty93;anggrek93@gmail.com;Rinaldo;Mattson;9/29/2007;112703;461510;user;TRUE;9;Bunga 93;09-0093;Block;Cileupeung Street 93;93;Indonesia;39093;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;04/12/2023;Owner;Rented
anggrek94;qwerty94;anggrek94@gmail.com;Mariele;Nickels;9/29/2008;112703;461510;user;TRUE;9;Bunga 94;09-0094;Block;Cileupeung Street 94;94;Indonesia;39094;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;9/29/2023;Owner;Rented
