username;password;email;first_name;last_name;date_of_birth;mobile;phone;account_type;is_active;manager_id;building_name;unit;block;street;district;country;postal_code;property_group;property_sub_group;property_type;unit_type;toilets;utility_room;balcony;lease_period;lease_start_date;relationship;ownership_type
baleendah14;qwerty14;baleendah14@gmail.com;Mariele;Nickels;9/29/2004;112703;461510;user;TRUE;9;Cileupeung 14;08-0014;Block;Cileupeung Street 14;1;Indonesia;44014;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;7/18/2022;Owner;Rented
baleendah15;qwerty15;baleendah15@gmail.com;Edouard;Gally;9/29/2005;112703;461510;user;TRUE;9;Cileupeung 15;08-0015;Block;Cileupeung Street 15;1;Indonesia;44015;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;6/22/2022;Owner;Rented
baleendah16;qwerty16;baleendah16@gmail.com;Rinaldo;Mattson;9/29/2006;112703;461510;user;TRUE;9;Cileupeung 16;08-0016;Block;Cileupeung Street 16;1;Indonesia;44016;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;8/16/2023;Owner;Rented
baleendah17;qwerty17;baleendah17@gmail.com;Mariele;Nickels;9/29/2007;112703;461510;user;TRUE;9;Cileupeung 17;08-0017;Block;Cileupeung Street 17;1;Indonesia;44017;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;4/24/2023;Owner;Rented
baleendah18;qwerty18;baleendah18@gmail.com;Edouard;Gally;9/29/2008;112703;461510;user;TRUE;9;Cileupeung 18;08-0018;Block;Cileupeung Street 18;1;Indonesia;44018;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;03/12/2023;Owner;Rented
baleendah19;qwerty19;baleendah19@gmail.com;Rinaldo;Mattson;9/29/2009;112703;461510;user;TRUE;9;Cileupeung 19;08-0019;Block;Cileupeung Street 19;1;Indonesia;44019;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;9/29/2022;Owner;Rented
baleendah20;qwerty20;baleendah20@gmail.com;Mariele;Nickels;9/29/2010;112703;461510;user;TRUE;9;Cileupeung 20;08-0020;Block;Cileupeung Street 20;1;Indonesia;44020;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;4/24/2023;Owner;Rented
baleendah21;qwerty21;baleendah21@gmail.com;Edouard;Gally;9/29/1991;112703;461510;user;TRUE;9;Cileupeung 21;08-0021;Block;Cileupeung Street 21;1;Indonesia;44021;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;TRUE;1;6/14/2023;Owner;Rented
baleendah22;qwerty22;baleendah22@gmail.com;Rinaldo;Mattson;9/29/1992;112703;461510;user;TRUE;9;Cileupeung 22;08-0022;Block;Cileupeung Street 22;1;Indonesia;44022;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/15/2023;Owner;Rented
baleendah23;qwerty23;baleendah23@gmail.com;Mariele;Nickels;9/29/1993;112703;461510;user;TRUE;9;Cileupeung 23;08-0023;Block;Cileupeung Street 23;1;Indonesia;44023;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;TRUE;1;6/22/2023;Owner;Rented
baleendah24;qwerty24;baleendah24@gmail.com;Edouard;Gally;9/29/1994;112703;461510;user;TRUE;9;Cileupeung 24;08-0024;Block;Cileupeung Street 24;1;Indonesia;44024;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;7/18/2023;Owner;Rented
baleendah25;qwerty25;baleendah25@gmail.com;Rinaldo;Mattson;9/29/1995;112703;461510;user;TRUE;9;Cileupeung 25;08-0025;Block;Cileupeung Street 25;1;Indonesia;44025;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;6/14/2023;Owner;Rented
baleendah26;qwerty26;baleendah26@gmail.com;Mariele;Nickels;9/29/1996;112703;461510;user;TRUE;9;Cileupeung 26;08-0026;Block;Cileupeung Street 26;1;Indonesia;44026;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;8/16/2022;Owner;Rented
baleendah27;qwerty27;baleendah27@gmail.com;Edouard;Gally;9/29/1997;112703;461510;user;TRUE;9;Cileupeung 27;08-0027;Block;Cileupeung Street 27;1;Indonesia;44027;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;4/24/2022;Owner;Rented
baleendah28;qwerty28;baleendah28@gmail.com;Rinaldo;Mattson;9/29/1998;112703;461510;user;TRUE;9;Cileupeung 28;08-0028;Block;Cileupeung Street 28;1;Indonesia;44028;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;03/12/2024;Owner;Rented
baleendah29;qwerty29;baleendah29@gmail.com;Mariele;Nickels;9/29/1999;112703;461510;user;TRUE;9;Cileupeung 29;08-0029;Block;Cileupeung Street 29;1;Indonesia;44029;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;9/29/2022;Owner;Rented
baleendah30;qwerty30;baleendah30@gmail.com;Edouard;Gally;9/29/2000;112703;461510;user;TRUE;9;Cileupeung 30;08-0030;Block;Cileupeung Street 30;1;Indonesia;44030;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;9/29/2022;Owner;Rented
baleendah31;qwerty31;baleendah31@gmail.com;Rinaldo;Mattson;9/29/2001;112703;461510;user;TRUE;9;Cileupeung 31;08-0031;Block;Cileupeung Street 31;1;Indonesia;44031;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/14/2022;Owner;Rented
baleendah32;qwerty32;baleendah32@gmail.com;Mariele;Nickels;9/29/2002;112703;461510;user;TRUE;9;Cileupeung 32;08-0032;Block;Cileupeung Street 32;1;Indonesia;44032;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/15/2022;Owner;Rented
baleendah33;qwerty33;baleendah33@gmail.com;Edouard;Gally;9/29/2003;112703;461510;user;TRUE;9;Cileupeung 33;08-0033;Block;Cileupeung Street 33;1;Indonesia;44033;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;TRUE;1;6/22/2022;Owner;Rented
baleendah34;qwerty34;baleendah34@gmail.com;Rinaldo;Mattson;9/29/2004;112703;461510;user;TRUE;9;Cileupeung 34;08-0034;Block;Cileupeung Street 34;1;Indonesia;44034;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;7/18/2022;Owner;Rented
baleendah35;qwerty35;baleendah35@gmail.com;Mariele;Nickels;9/29/2005;112703;461510;user;TRUE;9;Cileupeung 35;08-0035;Block;Cileupeung Street 35;1;Indonesia;44035;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;6/14/2022;Owner;Rented
baleendah36;qwerty36;baleendah36@gmail.com;Edouard;Gally;9/29/2006;112703;461510;user;TRUE;9;Cileupeung 36;08-0036;Block;Cileupeung Street 36;1;Indonesia;44036;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;8/16/2023;Owner;Rented
baleendah37;qwerty37;baleendah37@gmail.com;Rinaldo;Mattson;9/29/2007;112703;461510;user;TRUE;9;Cileupeung 37;08-0037;Block;Cileupeung Street 37;1;Indonesia;44037;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;4/24/2023;Owner;Rented
baleendah38;qwerty38;baleendah38@gmail.com;Mariele;Nickels;9/29/2008;112703;461510;user;TRUE;9;Cileupeung 38;08-0038;Block;Cileupeung Street 38;1;Indonesia;44038;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;03/12/2023;Owner;Rented
baleendah39;qwerty39;baleendah39@gmail.com;Edouard;Gally;9/29/2009;112703;461510;user;TRUE;9;Cileupeung 39;08-0039;Block;Cileupeung Street 39;1;Indonesia;44039;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;9/29/2022;Owner;Rented
baleendah40;qwerty40;baleendah40@gmail.com;Rinaldo;Mattson;9/29/2010;112703;461510;user;TRUE;9;Cileupeung 40;08-0040;Block;Cileupeung Street 40;1;Indonesia;44040;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;9/29/2022;Owner;Rented
baleendah41;qwerty41;baleendah41@gmail.com;Mariele;Nickels;9/29/1991;112703;461510;user;TRUE;9;Cileupeung 41;08-0041;Block;Cileupeung Street 41;1;Indonesia;44041;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/14/2022;Owner;Rented
baleendah42;qwerty42;baleendah42@gmail.com;Edouard;Gally;9/29/1992;112703;461510;user;TRUE;9;Cileupeung 42;08-0042;Block;Cileupeung Street 42;1;Indonesia;44042;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;TRUE;1;6/15/2022;Owner;Rented
baleendah43;qwerty43;baleendah43@gmail.com;Rinaldo;Mattson;9/29/1993;112703;461510;user;TRUE;9;Cileupeung 43;08-0043;Block;Cileupeung Street 43;1;Indonesia;44043;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;TRUE;1;6/22/2022;Owner;Rented
baleendah44;qwerty44;baleendah44@gmail.com;Mariele;Nickels;9/29/1994;112703;461510;user;TRUE;9;Cileupeung 44;08-0044;Block;Cileupeung Street 44;1;Indonesia;44044;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;7/18/2022;Owner;Rented
baleendah45;qwerty45;baleendah45@gmail.com;Edouard;Gally;9/29/1995;112703;461510;user;TRUE;9;Cileupeung 45;08-0045;Block;Cileupeung Street 45;1;Indonesia;44045;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;6/22/2022;Owner;Rented
baleendah46;qwerty46;baleendah46@gmail.com;Rinaldo;Mattson;9/29/1996;112703;461510;user;TRUE;9;Cileupeung 46;08-0046;Block;Cileupeung Street 46;1;Indonesia;44046;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;8/16/2023;Owner;Rented
baleendah47;qwerty47;baleendah47@gmail.com;Mariele;Nickels;9/29/1997;112703;461510;user;TRUE;9;Cileupeung 47;08-0047;Block;Cileupeung Street 47;1;Indonesia;44047;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;4/24/2023;Owner;Rented
baleendah48;qwerty48;baleendah48@gmail.com;Edouard;Gally;9/29/1998;112703;461510;user;TRUE;9;Cileupeung 48;08-0048;Block;Cileupeung Street 48;1;Indonesia;44048;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;03/12/2023;Owner;Rented
baleendah49;qwerty49;baleendah49@gmail.com;Rinaldo;Mattson;9/29/1999;112703;461510;user;TRUE;9;Cileupeung 49;08-0049;Block;Cileupeung Street 49;1;Indonesia;44049;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;9/29/2022;Owner;Rented
baleendah50;qwerty50;baleendah50@gmail.com;Mariele;Nickels;9/29/2000;112703;461510;user;TRUE;9;Cileupeung 50;08-0050;Block;Cileupeung Street 50;1;Indonesia;44050;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;4/24/2023;Owner;Rented
baleendah51;qwerty51;baleendah51@gmail.com;Edouard;Gally;9/29/2001;112703;461510;user;TRUE;9;Cileupeung 51;08-0051;Block;Cileupeung Street 51;1;Indonesia;44051;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/14/2022;Owner;Rented
baleendah52;qwerty52;baleendah52@gmail.com;Rinaldo;Mattson;9/29/2002;112703;461510;user;TRUE;9;Cileupeung 52;08-0052;Block;Cileupeung Street 52;1;Indonesia;44052;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/15/2022;Owner;Rented
baleendah53;qwerty53;baleendah53@gmail.com;Mariele;Nickels;9/29/2003;112703;461510;user;TRUE;9;Cileupeung 53;08-0053;Block;Cileupeung Street 53;1;Indonesia;44053;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;TRUE;1;6/22/2022;Owner;Rented
baleendah54;qwerty54;baleendah54@gmail.com;Edouard;Gally;9/29/2004;112703;461510;user;TRUE;9;Cileupeung 54;08-0054;Block;Cileupeung Street 54;1;Indonesia;44054;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;7/18/2022;Owner;Rented
baleendah55;qwerty55;baleendah55@gmail.com;Rinaldo;Mattson;9/29/2005;112703;461510;user;TRUE;9;Cileupeung 55;08-0055;Block;Cileupeung Street 55;1;Indonesia;44055;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;6/14/2022;Owner;Rented
baleendah56;qwerty56;baleendah56@gmail.com;Mariele;Nickels;9/29/2006;112703;461510;user;TRUE;9;Cileupeung 56;08-0056;Block;Cileupeung Street 56;1;Indonesia;44056;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;8/16/2023;Owner;Rented
baleendah57;qwerty57;baleendah57@gmail.com;Edouard;Gally;9/29/2007;112703;461510;user;TRUE;9;Cileupeung 57;08-0057;Block;Cileupeung Street 57;1;Indonesia;44057;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;4/24/2023;Owner;Rented
baleendah58;qwerty58;baleendah58@gmail.com;Rinaldo;Mattson;9/29/2008;112703;461510;user;TRUE;9;Cileupeung 58;08-0058;Block;Cileupeung Street 58;1;Indonesia;44058;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;03/12/2023;Owner;Rented
baleendah59;qwerty59;baleendah59@gmail.com;Mariele;Nickels;9/29/2009;112703;461510;user;TRUE;9;Cileupeung 59;08-0059;Block;Cileupeung Street 59;1;Indonesia;44059;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;9/29/2022;Owner;Rented
baleendah60;qwerty60;baleendah60@gmail.com;Edouard;Gally;9/29/2010;112703;461510;user;TRUE;9;Cileupeung 60;08-0060;Block;Cileupeung Street 60;1;Indonesia;44060;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;9/29/2022;Owner;Rented
baleendah61;qwerty61;baleendah61@gmail.com;Rinaldo;Mattson;9/29/1991;112703;461510;user;TRUE;9;Cileupeung 61;08-0061;Block;Cileupeung Street 61;1;Indonesia;44061;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/14/2022;Owner;Rented
baleendah62;qwerty62;baleendah62@gmail.com;Mariele;Nickels;9/29/1992;112703;461510;user;TRUE;9;Cileupeung 62;08-0062;Block;Cileupeung Street 62;1;Indonesia;44062;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;TRUE;1;6/15/2022;Owner;Rented
baleendah63;qwerty63;baleendah63@gmail.com;Edouard;Gally;9/29/1993;112703;461510;user;TRUE;9;Cileupeung 63;08-0063;Block;Cileupeung Street 63;1;Indonesia;44063;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;TRUE;1;6/22/2022;Owner;Rented
baleendah64;qwerty64;baleendah64@gmail.com;Rinaldo;Mattson;9/29/1994;112703;461510;user;TRUE;9;Cileupeung 64;08-0064;Block;Cileupeung Street 64;1;Indonesia;44064;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;7/18/2022;Owner;Rented
baleendah65;qwerty65;baleendah65@gmail.com;Mariele;Nickels;9/29/1995;112703;461510;user;TRUE;9;Cileupeung 65;08-0065;Block;Cileupeung Street 65;1;Indonesia;44065;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;6/22/2022;Owner;Rented
baleendah66;qwerty66;baleendah66@gmail.com;Edouard;Gally;9/29/1996;112703;461510;user;TRUE;9;Cileupeung 66;08-0066;Block;Cileupeung Street 66;1;Indonesia;44066;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;8/16/2023;Owner;Rented
baleendah67;qwerty67;baleendah67@gmail.com;Rinaldo;Mattson;9/29/1997;112703;461510;user;TRUE;9;Cileupeung 67;08-0067;Block;Cileupeung Street 67;1;Indonesia;44067;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;4/24/2023;Owner;Rented
baleendah68;qwerty68;baleendah68@gmail.com;Mariele;Nickels;9/29/1998;112703;461510;user;TRUE;9;Cileupeung 68;08-0068;Block;Cileupeung Street 68;1;Indonesia;44068;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;03/12/2023;Owner;Rented
baleendah69;qwerty69;baleendah69@gmail.com;Edouard;Gally;9/29/1999;112703;461510;user;TRUE;9;Cileupeung 69;08-0069;Block;Cileupeung Street 69;1;Indonesia;44069;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;9/29/2022;Owner;Rented
baleendah70;qwerty70;baleendah70@gmail.com;Rinaldo;Mattson;9/29/2000;112703;461510;user;TRUE;9;Cileupeung 70;08-0070;Block;Cileupeung Street 70;1;Indonesia;44070;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;4/24/2023;Owner;Rented
baleendah71;qwerty71;baleendah71@gmail.com;Mariele;Nickels;9/29/2001;112703;461510;user;TRUE;9;Cileupeung 71;08-0071;Block;Cileupeung Street 71;1;Indonesia;44071;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;TRUE;1;6/14/2023;Owner;Rented
baleendah72;qwerty72;baleendah72@gmail.com;Edouard;Gally;9/29/2002;112703;461510;user;TRUE;9;Cileupeung 72;08-0072;Block;Cileupeung Street 72;1;Indonesia;44072;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/15/2023;Owner;Rented
baleendah73;qwerty73;baleendah73@gmail.com;Rinaldo;Mattson;9/29/2003;112703;461510;user;TRUE;9;Cileupeung 73;08-0073;Block;Cileupeung Street 73;1;Indonesia;44073;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;TRUE;1;6/22/2023;Owner;Rented
baleendah74;qwerty74;baleendah74@gmail.com;Mariele;Nickels;9/29/2004;112703;461510;user;TRUE;9;Cileupeung 74;08-0074;Block;Cileupeung Street 74;1;Indonesia;44074;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;7/18/2023;Owner;Rented
baleendah75;qwerty75;baleendah75@gmail.com;Edouard;Gally;9/29/2005;112703;461510;user;TRUE;9;Cileupeung 75;08-0075;Block;Cileupeung Street 75;1;Indonesia;44075;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;6/14/2023;Owner;Rented
baleendah76;qwerty76;baleendah76@gmail.com;Rinaldo;Mattson;9/29/2006;112703;461510;user;TRUE;9;Cileupeung 76;08-0076;Block;Cileupeung Street 76;1;Indonesia;44076;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/14/2023;Owner;Rented
baleendah77;qwerty77;baleendah77@gmail.com;Mariele;Nickels;9/29/2007;112703;461510;user;TRUE;9;Cileupeung 77;08-0077;Block;Cileupeung Street 77;1;Indonesia;44077;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/15/2023;Owner;Rented
baleendah78;qwerty78;baleendah78@gmail.com;Edouard;Gally;9/29/2008;112703;461510;user;TRUE;9;Cileupeung 78;08-0078;Block;Cileupeung Street 78;1;Indonesia;44078;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;TRUE;1;6/22/2023;Owner;Rented
baleendah79;qwerty79;baleendah79@gmail.com;Rinaldo;Mattson;9/29/2009;112703;461510;user;TRUE;9;Cileupeung 79;08-0079;Block;Cileupeung Street 79;1;Indonesia;44079;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;7/18/2023;Owner;Rented
baleendah80;qwerty80;baleendah80@gmail.com;Mariele;Nickels;9/29/2010;112703;461510;user;TRUE;9;Cileupeung 80;08-0080;Block;Cileupeung Street 80;1;Indonesia;44080;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;6/14/2023;Owner;Rented
baleendah81;qwerty81;baleendah81@gmail.com;Edouard;Gally;9/29/1991;112703;461510;user;TRUE;9;Cileupeung 81;08-0081;Block;Cileupeung Street 81;1;Indonesia;44081;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;8/16/2022;Owner;Rented
baleendah82;qwerty82;baleendah82@gmail.com;Rinaldo;Mattson;9/29/1992;112703;461510;user;TRUE;9;Cileupeung 82;08-0082;Block;Cileupeung Street 82;1;Indonesia;44082;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;4/24/2023;Owner;Rented
baleendah83;qwerty83;baleendah83@gmail.com;Mariele;Nickels;9/29/1993;112703;461510;user;TRUE;9;Cileupeung 83;08-0083;Block;Cileupeung Street 83;1;Indonesia;44083;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;FALSE;1;04/12/2023;Owner;Rented
baleendah84;qwerty84;baleendah84@gmail.com;Edouard;Gally;9/29/1994;112703;461510;user;TRUE;9;Cileupeung 84;08-0084;Block;Cileupeung Street 84;1;Indonesia;44084;Commercial;Office;Condominium;Lesser than 300sqft;3;TRUE;FALSE;1;9/29/2022;Owner;Rented
baleendah85;qwerty85;baleendah85@gmail.com;Rinaldo;Mattson;9/29/1995;112703;461510;user;TRUE;9;Cileupeung 85;08-0085;Block;Cileupeung Street 85;1;Indonesia;44085;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;9/29/2022;Owner;Rented
baleendah86;qwerty86;baleendah86@gmail.com;Mariele;Nickels;9/29/1996;112703;461510;user;TRUE;9;Cileupeung 86;08-0086;Block;Cileupeung Street 86;1;Indonesia;44086;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;TRUE;1;6/14/2023;Owner;Rented
baleendah87;qwerty87;baleendah87@gmail.com;Edouard;Gally;9/29/1997;112703;461510;user;TRUE;9;Cileupeung 87;08-0087;Block;Cileupeung Street 87;1;Indonesia;44087;Commercial;Office;Condominium;Lesser than 300sqft;2;TRUE;TRUE;1;6/15/2023;Owner;Rented
baleendah88;qwerty88;baleendah88@gmail.com;Rinaldo;Mattson;9/29/1998;112703;461510;user;TRUE;9;Cileupeung 88;08-0088;Block;Cileupeung Street 88;1;Indonesia;44088;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;TRUE;1;6/22/2023;Owner;Rented
baleendah89;qwerty89;baleendah89@gmail.com;Mariele;Nickels;9/29/1999;112703;461510;user;TRUE;9;Cileupeung 89;08-0089;Block;Cileupeung Street 89;1;Indonesia;44089;Commercial;Office;Condominium;Lesser than 300sqft;1;FALSE;FALSE;1;7/18/2023;Owner;Rented
baleendah90;qwerty90;baleendah90@gmail.com;Edouard;Gally;9/29/2000;112703;461510;user;TRUE;9;Cileupeung 90;08-0090;Block;Cileupeung Street 90;1;Indonesia;44090;Commercial;Office;Condominium;Lesser than 300sqft;2;FALSE;FALSE;1;6/22/2023;Owner;Rented
baleendah91;qwerty91;baleendah91@gmail.com;Rinaldo;Mattson;9/29/2001;112703;461510;user;TRUE;9;Cileupeung 91;08-0091;Block;Cileupeung Street 91;1;Indonesia;44091;Commercial;Office;Condominium;Lesser than 300sqft;3;FALSE;FALSE;1;8/16/2022;Owner;Rented
baleendah92;qwerty92;baleendah92@gmail.com;Mariele;Nickels;9/29/2002;112703;461510;user;TRUE;9;Cileupeung 92;08-0092;Block;Cileupeung Street 92;1;Indonesia;44092;Commercial;Office;Condominium;Lesser than 300sqft;1;TRUE;FALSE;1;4/24/2023;Owner;Rented
