username;password;email;first_name;last_name;date_of_birth;mobile;phone;account_type;is_active;manager_id;building_name;unit;block;street;district;country;postal_code;property_group;property_sub_group;property_type;unit_type;toilets;utility_room;balcony;lease_period;lease_start_date;relationship;ownership_type
kapur11;qwerty11;kapur11@gmail.com;Rinaldo;Mattson;9/29/2001;112703;461510;user;TRUE;9;Cileupeung 11;99-0011;Block;Cileupeung Street 1;1;Indonesia;43711;Commercial;Office;Condominium;Lesser than 300sqft;2;true;true;1;6/14/2022;Owner;Rented
kapur12;qwerty12;kapur12@gmail.com;Mariele;Nickels;9/29/2002;112703;461510;user;TRUE;9;Cileupeung 12;99-0012;Block;Cileupeung Street 1;1;Indonesia;43712;Commercial;Office;Condominium;Lesser than 300sqft;3;true;true;1;6/15/2022;Owner;Rented
kapur13;qwerty13;kapur13@gmail.com;Edouard;Gally;9/29/2003;112703;461510;user;TRUE;9;Cileupeung 13;99-0013;Block;Cileupeung Street 1;1;Indonesia;43713;Commercial;Office;Condominium;Lesser than 300sqft;1;false;true;1;6/22/2022;Owner;Rented
kapur14;qwerty14;kapur14@gmail.com;Alika;Valance;9/29/2004;112703;461510;user;TRUE;9;Cileupeung 14;99-0014;Block;Cileupeung Street 1;1;Indonesia;43714;Commercial;Office;Condominium;Lesser than 300sqft;2;false;false;1;7/18/2022;Owner;Rented
kapur15;qwerty15;kapur15@gmail.com;Claus;Jarmain;9/29/2005;112703;461510;user;TRUE;9;Cileupeung 15;99-0015;Block;Cileupeung Street 1;1;Indonesia;43715;Commercial;Office;Condominium;Lesser than 300sqft;3;false;false;1;6/22/2022;Owner;Rented
kapur16;qwerty16;kapur16@gmail.com;Minny;Anten;9/29/2006;112703;461510;user;TRUE;9;Cileupeung 16;99-0016;Block;Cileupeung Street 1;1;Indonesia;43716;Commercial;Office;Condominium;Lesser than 300sqft;1;false;false;1;8/16/2023;Owner;Rented
kapur17;qwerty17;kapur17@gmail.com;Felix;Jellybrand;9/29/2007;112703;461510;user;TRUE;9;Cileupeung 17;99-0017;Block;Cileupeung Street 1;1;Indonesia;43717;Commercial;Office;Condominium;Lesser than 300sqft;2;true;false;1;4/24/2023;Owner;Rented
kapur18;qwerty18;kapur18@gmail.com;Mead;Le-Good;9/29/2008;112703;461510;user;TRUE;9;Cileupeung 18;99-0018;Block;Cileupeung Street 1;1;Indonesia;43718;Commercial;Office;Condominium;Lesser than 300sqft;3;true;false;1;3/12/2023;Owner;Rented
kapur19;qwerty19;kapur19@gmail.com;Elisha;Vannar;9/29/2009;112703;461510;user;TRUE;9;Cileupeung 19;99-0019;Block;Cileupeung Street 1;1;Indonesia;43719;Commercial;Office;Condominium;Lesser than 300sqft;1;true;false;1;9/29/2022;Owner;Rented
kapur20;qwerty20;kapur20@gmail.com;Gilbertina;Damant;9/29/2010;112703;461510;user;TRUE;9;Cileupeung 20;99-0020;Block;Cileupeung Street 1;1;Indonesia;43720;Commercial;Office;Condominium;Lesser than 300sqft;2;false;false;1;4/24/2023;Owner;Rented
kapur21;qwerty21;kapur21@gmail.com;Rinaldo;Mattson;9/29/2011;112703;461510;user;TRUE;9;Cileupeung 21;99-0021;Block;Cileupeung Street 1;1;Indonesia;43721;Commercial;Office;Condominium;Lesser than 300sqft;3;true;true;1;6/14/2023;Owner;Rented
kapur22;qwerty22;kapur22@gmail.com;Mariele;Nickels;9/29/2012;112703;461510;user;TRUE;9;Cileupeung 22;99-0022;Block;Cileupeung Street 1;1;Indonesia;43722;Commercial;Office;Condominium;Lesser than 300sqft;1;true;true;1;6/15/2023;Owner;Rented
kapur23;qwerty23;kapur23@gmail.com;Edouard;Gally;9/29/2013;112703;461510;user;TRUE;9;Cileupeung 23;99-0023;Block;Cileupeung Street 1;1;Indonesia;43723;Commercial;Office;Condominium;Lesser than 300sqft;2;false;true;1;6/22/2023;Owner;Rented
kapur24;qwerty24;kapur24@gmail.com;Alika;Valance;9/29/2014;112703;461510;user;TRUE;9;Cileupeung 24;99-0024;Block;Cileupeung Street 1;1;Indonesia;43724;Commercial;Office;Condominium;Lesser than 300sqft;3;false;false;1;7/18/2023;Owner;Rented
kapur25;qwerty25;kapur25@gmail.com;Claus;Jarmain;9/29/2015;112703;461510;user;TRUE;9;Cileupeung 25;99-0025;Block;Cileupeung Street 1;1;Indonesia;43725;Commercial;Office;Condominium;Lesser than 300sqft;1;false;false;1;6/14/2023;Owner;Rented
kapur26;qwerty26;kapur26@gmail.com;Minny;Anten;9/29/2016;112703;461510;user;TRUE;9;Cileupeung 26;99-0026;Block;Cileupeung Street 1;1;Indonesia;43726;Commercial;Office;Condominium;Lesser than 300sqft;2;false;false;1;8/16/2024;Owner;Rented
kapur27;qwerty27;kapur27@gmail.com;Felix;Jellybrand;9/29/2017;112703;461510;user;TRUE;9;Cileupeung 27;99-0027;Block;Cileupeung Street 1;1;Indonesia;43727;Commercial;Office;Condominium;Lesser than 300sqft;3;true;false;1;4/24/2024;Owner;Rented
kapur28;qwerty28;kapur28@gmail.com;Mead;Le-Good;9/29/2018;112703;461510;user;TRUE;9;Cileupeung 28;99-0028;Block;Cileupeung Street 1;1;Indonesia;43728;Commercial;Office;Condominium;Lesser than 300sqft;1;true;false;1;3/12/2024;Owner;Rented
kapur29;qwerty29;kapur29@gmail.com;Elisha;Vannar;9/29/2019;112703;461510;user;TRUE;9;Cileupeung 29;99-0029;Block;Cileupeung Street 1;1;Indonesia;43729;Commercial;Office;Condominium;Lesser than 300sqft;2;true;false;1;9/29/2022;Owner;Rented
kapur30;qwerty30;kapur30@gmail.com;Gilbertina;Damant;9/29/2020;112703;461510;user;TRUE;9;Cileupeung 30;99-0030;Block;Cileupeung Street 1;1;Indonesia;43730;Commercial;Office;Condominium;Lesser than 300sqft;3;false;false;1;9/29/2022;Owner;Rented
kapur31;qwerty31;kapur31@gmail.com;Rinaldo;Mattson;9/29/2021;112703;461510;user;TRUE;9;Cileupeung 31;99-0031;Block;Cileupeung Street 1;1;Indonesia;43731;Commercial;Office;Condominium;Lesser than 300sqft;1;true;true;1;6/14/2022;Owner;Rented
kapur32;qwerty32;kapur32@gmail.com;Mariele;Nickels;9/29/2022;112703;461510;user;TRUE;9;Cileupeung 32;99-0032;Block;Cileupeung Street 1;1;Indonesia;43732;Commercial;Office;Condominium;Lesser than 300sqft;2;true;true;1;6/15/2022;Owner;Rented
kapur33;qwerty33;kapur33@gmail.com;Edouard;Gally;9/29/2023;112703;461510;user;TRUE;9;Cileupeung 33;99-0033;Block;Cileupeung Street 1;1;Indonesia;43733;Commercial;Office;Condominium;Lesser than 300sqft;3;false;true;1;6/22/2022;Owner;Rented
kapur34;qwerty34;kapur34@gmail.com;Alika;Valance;9/29/2024;112703;461510;user;TRUE;9;Cileupeung 34;99-0034;Block;Cileupeung Street 1;1;Indonesia;43734;Commercial;Office;Condominium;Lesser than 300sqft;1;false;false;1;7/18/2022;Owner;Rented
kapur35;qwerty35;kapur35@gmail.com;Claus;Jarmain;9/29/2025;112703;461510;user;TRUE;9;Cileupeung 35;99-0035;Block;Cileupeung Street 1;1;Indonesia;43735;Commercial;Office;Condominium;Lesser than 300sqft;2;false;false;1;6/14/2022;Owner;Rented
kapur36;qwerty36;kapur36@gmail.com;Minny;Anten;9/29/2026;112703;461510;user;TRUE;9;Cileupeung 36;99-0036;Block;Cileupeung Street 1;1;Indonesia;43736;Commercial;Office;Condominium;Lesser than 300sqft;3;false;false;1;8/16/2023;Owner;Rented
kapur37;qwerty37;kapur37@gmail.com;Felix;Jellybrand;9/29/2027;112703;461510;user;TRUE;9;Cileupeung 37;99-0037;Block;Cileupeung Street 1;1;Indonesia;43737;Commercial;Office;Condominium;Lesser than 300sqft;1;true;false;1;4/24/2023;Owner;Rented
kapur38;qwerty38;kapur38@gmail.com;Mead;Le-Good;9/29/2028;112703;461510;user;TRUE;9;Cileupeung 38;99-0038;Block;Cileupeung Street 1;1;Indonesia;43738;Commercial;Office;Condominium;Lesser than 300sqft;2;true;false;1;3/12/2023;Owner;Rented
kapur39;qwerty39;kapur39@gmail.com;Elisha;Vannar;9/29/2029;112703;461510;user;TRUE;9;Cileupeung 39;99-0039;Block;Cileupeung Street 1;1;Indonesia;43739;Commercial;Office;Condominium;Lesser than 300sqft;3;true;false;1;9/29/2022;Owner;Rented
kapur40;qwerty40;kapur40@gmail.com;Gilbertina;Damant;9/29/2030;112703;461510;user;TRUE;9;Cileupeung 40;99-0040;Block;Cileupeung Street 1;1;Indonesia;43740;Commercial;Office;Condominium;Lesser than 300sqft;1;false;false;1;9/29/2022;Owner;Rented
kapur41;qwerty41;kapur41@gmail.com;Rinaldo;Mattson;9/29/2031;112703;461510;user;TRUE;9;Cileupeung 41;99-0041;Block;Cileupeung Street 1;1;Indonesia;43741;Commercial;Office;Condominium;Lesser than 300sqft;2;true;true;1;6/14/2022;Owner;Rented
kapur42;qwerty42;kapur42@gmail.com;Mariele;Nickels;9/29/2032;112703;461510;user;TRUE;9;Cileupeung 42;99-0042;Block;Cileupeung Street 1;1;Indonesia;43742;Commercial;Office;Condominium;Lesser than 300sqft;3;true;true;1;6/15/2022;Owner;Rented
kapur43;qwerty43;kapur43@gmail.com;Edouard;Gally;9/29/2033;112703;461510;user;TRUE;9;Cileupeung 43;99-0043;Block;Cileupeung Street 1;1;Indonesia;43743;Commercial;Office;Condominium;Lesser than 300sqft;1;false;true;1;6/22/2022;Owner;Rented
kapur44;qwerty44;kapur44@gmail.com;Alika;Valance;9/29/2034;112703;461510;user;TRUE;9;Cileupeung 44;99-0044;Block;Cileupeung Street 1;1;Indonesia;43744;Commercial;Office;Condominium;Lesser than 300sqft;2;false;false;1;7/18/2022;Owner;Rented
kapur45;qwerty45;kapur45@gmail.com;Claus;Jarmain;9/29/2035;112703;461510;user;TRUE;9;Cileupeung 45;99-0045;Block;Cileupeung Street 1;1;Indonesia;43745;Commercial;Office;Condominium;Lesser than 300sqft;3;false;false;1;6/22/2022;Owner;Rented
kapur46;qwerty46;kapur46@gmail.com;Minny;Anten;9/29/2036;112703;461510;user;TRUE;9;Cileupeung 46;99-0046;Block;Cileupeung Street 1;1;Indonesia;43746;Commercial;Office;Condominium;Lesser than 300sqft;1;false;false;1;8/16/2023;Owner;Rented
kapur47;qwerty47;kapur47@gmail.com;Felix;Jellybrand;9/29/2037;112703;461510;user;TRUE;9;Cileupeung 47;99-0047;Block;Cileupeung Street 1;1;Indonesia;43747;Commercial;Office;Condominium;Lesser than 300sqft;2;true;false;1;4/24/2023;Owner;Rented
kapur48;qwerty48;kapur48@gmail.com;Mead;Le-Good;9/29/2038;112703;461510;user;TRUE;9;Cileupeung 48;99-0048;Block;Cileupeung Street 1;1;Indonesia;43748;Commercial;Office;Condominium;Lesser than 300sqft;3;true;false;1;3/12/2023;Owner;Rented
kapur49;qwerty49;kapur49@gmail.com;Elisha;Vannar;9/29/2039;112703;461510;user;TRUE;9;Cileupeung 49;99-0049;Block;Cileupeung Street 1;1;Indonesia;43749;Commercial;Office;Condominium;Lesser than 300sqft;1;true;false;1;9/29/2022;Owner;Rented
kapur50;qwerty50;kapur50@gmail.com;Gilbertina;Damant;9/29/2040;112703;461510;user;TRUE;9;Cileupeung 50;99-0050;Block;Cileupeung Street 1;1;Indonesia;43750;Commercial;Office;Condominium;Lesser than 300sqft;2;false;false;1;4/24/2023;Owner;Rented
kapur51;qwerty51;kapur51@gmail.com;Rinaldo;Mattson;9/29/2041;112703;461510;user;TRUE;9;Cileupeung 51;99-0051;Block;Cileupeung Street 1;1;Indonesia;43751;Commercial;Office;Condominium;Lesser than 300sqft;1;true;true;1;6/14/2022;Owner;Rented
kapur52;qwerty52;kapur52@gmail.com;Mariele;Nickels;9/29/2042;112703;461510;user;TRUE;9;Cileupeung 52;99-0052;Block;Cileupeung Street 1;1;Indonesia;43752;Commercial;Office;Condominium;Lesser than 300sqft;2;true;true;1;6/15/2022;Owner;Rented
kapur53;qwerty53;kapur53@gmail.com;Edouard;Gally;9/29/2043;112703;461510;user;TRUE;9;Cileupeung 53;99-0053;Block;Cileupeung Street 1;1;Indonesia;43753;Commercial;Office;Condominium;Lesser than 300sqft;3;false;true;1;6/22/2022;Owner;Rented
kapur54;qwerty54;kapur54@gmail.com;Alika;Valance;9/29/2044;112703;461510;user;TRUE;9;Cileupeung 54;99-0054;Block;Cileupeung Street 1;1;Indonesia;43754;Commercial;Office;Condominium;Lesser than 300sqft;1;false;false;1;7/18/2022;Owner;Rented
kapur55;qwerty55;kapur55@gmail.com;Claus;Jarmain;9/29/2045;112703;461510;user;TRUE;9;Cileupeung 55;99-0055;Block;Cileupeung Street 1;1;Indonesia;43755;Commercial;Office;Condominium;Lesser than 300sqft;2;false;false;1;6/14/2022;Owner;Rented
kapur56;qwerty56;kapur56@gmail.com;Minny;Anten;9/29/2046;112703;461510;user;TRUE;9;Cileupeung 56;99-0056;Block;Cileupeung Street 1;1;Indonesia;43756;Commercial;Office;Condominium;Lesser than 300sqft;3;false;false;1;8/16/2023;Owner;Rented
kapur57;qwerty57;kapur57@gmail.com;Felix;Jellybrand;9/29/2047;112703;461510;user;TRUE;9;Cileupeung 57;99-0057;Block;Cileupeung Street 1;1;Indonesia;43757;Commercial;Office;Condominium;Lesser than 300sqft;1;true;false;1;4/24/2023;Owner;Rented
kapur58;qwerty58;kapur58@gmail.com;Mead;Le-Good;9/29/2048;112703;461510;user;TRUE;9;Cileupeung 58;99-0058;Block;Cileupeung Street 1;1;Indonesia;43758;Commercial;Office;Condominium;Lesser than 300sqft;2;true;false;1;3/12/2023;Owner;Rented
kapur59;qwerty59;kapur59@gmail.com;Elisha;Vannar;9/29/2049;112703;461510;user;TRUE;9;Cileupeung 59;99-0059;Block;Cileupeung Street 1;1;Indonesia;43759;Commercial;Office;Condominium;Lesser than 300sqft;3;true;false;1;9/29/2022;Owner;Rented
kapur60;qwerty60;kapur60@gmail.com;Gilbertina;Damant;9/29/2050;112703;461510;user;TRUE;9;Cileupeung 60;99-0060;Block;Cileupeung Street 1;1;Indonesia;43760;Commercial;Office;Condominium;Lesser than 300sqft;1;false;false;1;9/29/2022;Owner;Rented
kapur61;qwerty61;kapur61@gmail.com;Rinaldo;Mattson;9/29/2051;112703;461510;user;TRUE;9;Cileupeung 61;99-0061;Block;Cileupeung Street 1;1;Indonesia;43761;Commercial;Office;Condominium;Lesser than 300sqft;2;true;true;1;6/14/2022;Owner;Rented
kapur62;qwerty62;kapur62@gmail.com;Mariele;Nickels;9/29/2052;112703;461510;user;TRUE;9;Cileupeung 62;99-0062;Block;Cileupeung Street 1;1;Indonesia;43762;Commercial;Office;Condominium;Lesser than 300sqft;3;true;true;1;6/15/2022;Owner;Rented
kapur63;qwerty63;kapur63@gmail.com;Edouard;Gally;9/29/2053;112703;461510;user;TRUE;9;Cileupeung 63;99-0063;Block;Cileupeung Street 1;1;Indonesia;43763;Commercial;Office;Condominium;Lesser than 300sqft;1;false;true;1;6/22/2022;Owner;Rented
kapur64;qwerty64;kapur64@gmail.com;Alika;Valance;9/29/2054;112703;461510;user;TRUE;9;Cileupeung 64;99-0064;Block;Cileupeung Street 1;1;Indonesia;43764;Commercial;Office;Condominium;Lesser than 300sqft;2;false;false;1;7/18/2022;Owner;Rented
kapur65;qwerty65;kapur65@gmail.com;Claus;Jarmain;9/29/2055;112703;461510;user;TRUE;9;Cileupeung 65;99-0065;Block;Cileupeung Street 1;1;Indonesia;43765;Commercial;Office;Condominium;Lesser than 300sqft;3;false;false;1;6/22/2022;Owner;Rented
kapur66;qwerty66;kapur66@gmail.com;Minny;Anten;9/29/2056;112703;461510;user;TRUE;9;Cileupeung 66;99-0066;Block;Cileupeung Street 1;1;Indonesia;43766;Commercial;Office;Condominium;Lesser than 300sqft;1;false;false;1;8/16/2023;Owner;Rented
kapur67;qwerty67;kapur67@gmail.com;Felix;Jellybrand;9/29/2057;112703;461510;user;TRUE;9;Cileupeung 67;99-0067;Block;Cileupeung Street 1;1;Indonesia;43767;Commercial;Office;Condominium;Lesser than 300sqft;2;true;false;1;4/24/2023;Owner;Rented
kapur68;qwerty68;kapur68@gmail.com;Mead;Le-Good;9/29/2058;112703;461510;user;TRUE;9;Cileupeung 68;99-0068;Block;Cileupeung Street 1;1;Indonesia;43768;Commercial;Office;Condominium;Lesser than 300sqft;3;true;false;1;3/12/2023;Owner;Rented
kapur69;qwerty69;kapur69@gmail.com;Elisha;Vannar;9/29/2059;112703;461510;user;TRUE;9;Cileupeung 69;99-0069;Block;Cileupeung Street 1;1;Indonesia;43769;Commercial;Office;Condominium;Lesser than 300sqft;1;true;false;1;9/29/2022;Owner;Rented
kapur70;qwerty70;kapur70@gmail.com;Gilbertina;Damant;9/29/2060;112703;461510;user;TRUE;9;Cileupeung 70;99-0070;Block;Cileupeung Street 1;1;Indonesia;43770;Commercial;Office;Condominium;Lesser than 300sqft;2;false;false;1;4/24/2023;Owner;Rented
kapur71;qwerty71;kapur71@gmail.com;Rinaldo;Mattson;9/29/2061;112703;461510;user;TRUE;9;Cileupeung 71;99-0071;Block;Cileupeung Street 1;1;Indonesia;43771;Commercial;Office;Condominium;Lesser than 300sqft;3;true;true;1;6/14/2023;Owner;Rented
kapur72;qwerty72;kapur72@gmail.com;Mariele;Nickels;9/29/2062;112703;461510;user;TRUE;9;Cileupeung 72;99-0072;Block;Cileupeung Street 1;1;Indonesia;43772;Commercial;Office;Condominium;Lesser than 300sqft;1;true;true;1;6/15/2023;Owner;Rented
kapur73;qwerty73;kapur73@gmail.com;Edouard;Gally;9/29/2063;112703;461510;user;TRUE;9;Cileupeung 73;99-0073;Block;Cileupeung Street 1;1;Indonesia;43773;Commercial;Office;Condominium;Lesser than 300sqft;2;false;true;1;6/22/2023;Owner;Rented
kapur74;qwerty74;kapur74@gmail.com;Alika;Valance;9/29/2064;112703;461510;user;TRUE;9;Cileupeung 74;99-0074;Block;Cileupeung Street 1;1;Indonesia;43774;Commercial;Office;Condominium;Lesser than 300sqft;3;false;false;1;7/18/2023;Owner;Rented
kapur75;qwerty75;kapur75@gmail.com;Claus;Jarmain;9/29/2065;112703;461510;user;TRUE;9;Cileupeung 75;99-0075;Block;Cileupeung Street 1;1;Indonesia;43775;Commercial;Office;Condominium;Lesser than 300sqft;1;false;false;1;6/14/2023;Owner;Rented
